"HeroProductID","NeueArtikelnummer","UrspruenglicheArtikelnummer","Bezeichnung","Beschreibung","Preis","Lieferant","Typ","DeaktiviertAm"
"Ge7LPOHXgAA","DUPLIKAT-CV24.GS53.01.02.0100-Ge7L","CV24.GS53.01.02.0100","[DUPLIKAT] CV24.GS53.01.02.0100","Brennstelle Steckdose 3-fach u. P., Leistungsumfang wie
beschrieben","36,4","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LPOmXgAA","DUPLIKAT-CV24.GS53.01.02.0120-Ge7L","CV24.GS53.01.02.0120","[DUPLIKAT] CV24.GS53.01.02.0120","Brennstelle RCD Unterverteilung, Leistungsumfang wie
beschrieben","78","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LPO5XgAA","DUPLIKAT-CV24.GS53.01.03.0010-Ge7L","CV24.GS53.01.03.0010","[DUPLIKAT] CV24.GS53.01.03.0010","Zulage USB-Steckdose, Leistungsumfang wie beschrieben","19,5","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LPPMXgAA","DUPLIKAT-CV24.GS53.01.03.0020-Ge7L","CV24.GS53.01.03.0020","[DUPLIKAT] CV24.GS53.01.03.0020","Brennstelle Bauanschluss 32A, Leistungsumfang wie
beschrieben","91","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LPQHXgAA","DUPLIKAT-CV24.GS53.01.03.0050-Ge7L","CV24.GS53.01.03.0050","[DUPLIKAT] CV24.GS53.01.03.0050","Medienverteilung liefern und montieren, Leistung wie
beschrieben","136,5","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LPQwXgAA","DUPLIKAT-CV24.GS53.01.03.0070-Ge7L","CV24.GS53.01.03.0070","[DUPLIKAT] CV24.GS53.01.03.0070","UP-Radio Bluetooth liefern und montieren, Leistung wie
beschrieben","143","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LPRoXgAA","DUPLIKAT-CV24.GS53.01.03.0090-Ge7L","CV24.GS53.01.03.0090","[DUPLIKAT] CV24.GS53.01.03.0090","Anschluss Rolladenantrieb liefern und montieren,
Leistung wie beschrieben","45,5","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LIilXgAA","DUPLIKAT-CV24.FS12.01.05.0140-Ge7L","CV24.FS12.01.05.0140","[DUPLIKAT] CV24.FS12.01.05.0140","Vorhandene Türöffnung durch Schneiden
einer, bzw. beider Wangen auf das nächste
Normmaß vergrößern.
Einschl. dem Beimauern und Beiputzen von
Fehlstellen in den Wangen.

Wanddicke, einschl. Putz und Belag: größer 37cm","84,5","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LIi1XgAA","DUPLIKAT-CV24.FS12.01.05.0150-Ge7L","CV24.FS12.01.05.0150","[DUPLIKAT] CV24.FS12.01.05.0150","Zulage zu den Positionen 1.5.120 bis 1.5.140:
Ausbau des alten Sturzes, Stemmen der
neuen Auflager in ausreichender Größe
und Einbau eines neuen Stahlbetonsturzes,
einschl. beidseitigem Putz.

Abrechnung je eingebautem Sturz","32,5","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LIjFXgAA","DUPLIKAT-CV24.FS12.01.05.0160-Ge7L","CV24.FS12.01.05.0160","[DUPLIKAT] CV24.FS12.01.05.0160","Vorhandene Türöffnung um bis zu 12 cm durch Einkleben
(Porenbetonplatte, Wedi, o.Ä.)auf 2,02m verkleinern.
Einschl. dem Verputzen der beigeklebten Stelle und
Einlegen eines Armierungsgewebes.

Wanddicke, einschl. Putz und Belag: bis einschl. 24cm","32,5","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LIjUXgAA","DUPLIKAT-CV24.FS12.01.05.0170-Ge7L","CV24.FS12.01.05.0170","[DUPLIKAT] CV24.FS12.01.05.0170","Vorhandene Türöffnung in der Höhe um bis zu 36 cm
durch Einbau eines Betonsturz und zumauern der
verbliebenen
Öffnung oberhalb des Sturz, auf 2,02m verkleinern.
Einschl. dem Verputzen der beigemauerten Flächen und
des Sturzes sowie Einlegen eines Armierungsgewebes.
Vorh. Holzstürze sind zu entfernen.

Wanddicke, einschl. Putz und Belag: bis einschl. 24cm","84,5","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LIjjXgAA","DUPLIKAT-CV24.FS12.01.05.0180-Ge7L","CV24.FS12.01.05.0180","[DUPLIKAT] CV24.FS12.01.05.0180","Vorhandene Türöffnung um bis zu 12 cm durch Einkleben
(Porenbetonplatte, Wedi, o.Ä.)auf 2,02m verkleinern.
Einschl. dem Verputzen der beigeklebten Stelle und
Einlegen eines Armierungsgewebes.

Wanddicke, einschl. Putz und Belag: bis einschl. 37cm","39","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LIj4XgAA","DUPLIKAT-CV24.FS12.01.05.0190-Ge7L","CV24.FS12.01.05.0190","[DUPLIKAT] CV24.FS12.01.05.0190","Vorhandene Türöffnung in der Höhe um bis zu 36 cm
durch Einbau eines Betonsturz und zumauern der
verbliebenen
Öffnung oberhalb des Sturz, auf 2,02m verkleinern.
Einschl. dem Verputzen der beigemauerten Flächen und
des Sturzes sowie Einlegen eines Armierungsgewebes.
Vorh. Holzstürze sind zu entfernen.

Wanddicke, einschl. Putz und Belag: bis einschl. 37cm","97,5","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LIkNXgAA","DUPLIKAT-CV24.FS12.01.05.0200-Ge7L","CV24.FS12.01.05.0200","[DUPLIKAT] CV24.FS12.01.05.0200","Vorhandene Türöffnung um bis zu 12 cm durch Einkleben
(Porenbetonplatte, Wedi, o.Ä.)auf 2,02m verkleinern.
Einschl. dem Verputzen der beigeklebten Stelle und
Einlegen eines Armierungsgewebes.

Wanddicke, einschl. Putz und Belag: über 37cm","45,5","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LR7LXgAA","DUPLIKAT-GWS.LV23-21.01.02.3-Ge7L","GWS.LV23-21.01.02.3","[DUPLIKAT] GWS.LV23-21.01.02.3","Minderposition als zu erwartende Minderkosten, 
die nicht in der Psch zur Ausführung der Heizungsinstallation kommen.
Minderkosten  zu: 
Pos 1 Brennwert,- oder 
Pos 2 Herizwertgerät.","0","GWS 2025-01","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LPj3XgAA","ALT-GWS.LV23-02.01.2-Ge7L","GWS.LV23-02.01.2","[ALT 48.8351 EUR] GWS.LV23-02.01.2","Plansteine KSL-R(P) versetzt in Dünnbettmörtel
Steinfestigkeitsklasse 12
Rohdichteklasse 1,4
Mauerwerksdicke 17,5 cm
Steinformat 6 DF (LxDxH) 248x175x248

Hersteller: UNIKA Kalksandsteinwerke 
od. gleichw.
angeb. Fabrikat:
''","48,8351","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LPlyXgAA","ALT-GWS.LV23-02.01.8-Ge7L","GWS.LV23-02.01.8","[ALT 152.6096 EUR] GWS.LV23-02.01.8","Vorhandene Tür mit nicht normgerechter Türöffnung ausbauen und fachgerecht entsorgen. 
Türöffnung auf normgerechtes Maß bringen,
(max. bis 1,01 x 2,135 m)
ggf. neuen statisch dimensionierten  Fertigsturz liefern und einbauen sowie herstellen der notwendigen Verzahnung oder Verankerung einschl. Beiputzen und angleichen an die vorhandene Oberflächenstruktur.
Wandstärken bis 25 cm, exklusive Putzauftrag.","152,6096","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LPsPXgAA","ALT-GWS.LV23-02.02.8-Ge7L","GWS.LV23-02.02.8","[ALT 9.7145 EUR] GWS.LV23-02.02.8","Laibungen die verputzt werden.
Alle Aufbauten sind einzurechnen.

Laibungstiefe:bis 240 mm (fertiges Maß)
Oberfläche: Q2 - geglättet

Produkt: Knauf MP 75 Diamant
od. gleichw.
angeb. Fabrikat:
''","9,7145","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"GGScK_AIsAA","ALT-GWS.LV23-21.01.04.03.1-GGSc","GWS.LV23-21.01.04.03.1","[ALT 27.3821 EUR] GWS.LV23-21.01.04.03.1","Lieferung und fachgerechter Montage/ Installation von
Kupfer, in Stangen oder Ringen, gem. DIN, mit RAL-Gütezeichen in Wohnungen und vergleichbaren Räumen.

Material:  Kupfer
Rohrlängen
Vorlauf: ca. 19 m
Rücklauf: ca. 19 m
Durchmesser: 15 mm bis 22 mm


Verbindung durch Hart- bzw. Weichlöten oder durch Pressfittings.  inkl.aller benötigter Formstücke wie z. Bogen, Winkel, T-Stück, Nippel, Muffe, Flansche, Einzel/ Doppelrosetten sowie aller Dichtungs- und Befestigungsmaterialien.","27,3821",,"Niedrigerer Preis","2026-01-26 22:15:47"
"GGScK_RIsAA","ALT-GWS.LV23-21.01.04.04.1-GGSc","GWS.LV23-21.01.04.04.1","[ALT 26.5203 EUR] GWS.LV23-21.01.04.04.1","Material:  Kupfer
Rohrlängen
Vorlauf: ca. 21 m
Rücklauf: ca. 21 m
Durchmesser: 15 mm bis 22 mm","26,5203",,"Niedrigerer Preis","2026-01-26 22:15:47"
"GGScK_iIsAA","ALT-GWS.LV23-21.01.04.05.1-GGSc","GWS.LV23-21.01.04.05.1","[ALT 28.6423 EUR] GWS.LV23-21.01.04.05.1","Material:  Kupfer
Rohrlängen
Vorlauf: ca. 22 m
Rücklauf: ca. 22 m
Durchmesser: 15 mm bis 22 mm","28,6423",,"Niedrigerer Preis","2026-01-26 22:15:47"
"GGScK_yIsAA","ALT-GWS.LV23-21.01.04.06.1-GGSc","GWS.LV23-21.01.04.06.1","[ALT 28.626 EUR] GWS.LV23-21.01.04.06.1","Material:  Kupfer
Rohrlängen
Vorlauf: ca. 24 m
Rücklauf: ca. 24 m
Durchmesser: 15 mm bis 22 mm","28,626",,"Niedrigerer Preis","2026-01-26 22:15:47"
"GGScLABIsAA","ALT-GWS.LV23-21.01.04.07.1-GGSc","GWS.LV23-21.01.04.07.1","[ALT 28.2927 EUR] GWS.LV23-21.01.04.07.1","Material:  Kupfer
Rohrlängen
Vorlauf: ca. 25 m
Rücklauf: ca. 25 m
Durchmesser: 15 mm bis 22 mm","28,2927",,"Niedrigerer Preis","2026-01-26 22:15:47"
"GGScLARIsAA","ALT-GWS.LV23-21.01.04.08.1-GGSc","GWS.LV23-21.01.04.08.1","[ALT 27.8293 EUR] GWS.LV23-21.01.04.08.1","Material:  Kupfer
Rohrlängen
Vorlauf: ca. 26 m
Rücklauf: ca. 26 m
Durchmesser: 15 mm bis 22 mm","27,8293",,"Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LPqSXgAA","ALT-GWS.LV23-02.02.2-Ge7L","GWS.LV23-02.02.2","[ALT 1.3186 EUR] GWS.LV23-02.02.2","Sämtliche nicht zu verputzende Bauteile (Holz, Metall, etc.) sind mittels Folien / Abklebebänder etc. zu schützen und nach Arbeitsende wieder rückstandslos zu entfernen und zu fachgerecht entsorgen.","1,3186","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LPxTXgAA","ALT-GWS.LV23-04.01.10-Ge7L","GWS.LV23-04.01.10","[ALT 35.4803 EUR] GWS.LV23-04.01.10","Anlegen von Türöffnungen für 1 flg Türen in Trockenbauwänden.

Öffnungsbreite: &lt; 1010mm
Türöffnung,mit Sturzprofil, 
Produkt Knauf od. gleichw.,
seitlich raumhoch verstärken,
mit Metallständerprofilen UA  50/75/100,
einschl. Boden- und Deckenanschluss mit Türpfostensteckwinkel, befestigen mit zugelassenen Winkeln, Dübeln und Schrauben.

Öffnungsbreite: bis  1010mm","35,4803","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LST_XgAA","ALT-GWS.LV23-21.02.02.5-Ge7L","GWS.LV23-21.02.02.5","[ALT 679.5034 EUR] GWS.LV23-21.02.02.5","Lieferung und Einbau einer Rechteck-Duschtasse

Serie: Ideal Standard i.Life
Hersteller: Ideal Standard 
Rechteck-Brausewanne, bodeneben, rutschhemmend
Ultra Flat S Ideal Standard i.life Rechteck-Brausewanne
Farbe: FR - Carraraweiß
Technologie: Ideal Solid
Zulassungen: DIN EN 14527¦DIN EN 251¦DIN
EN 51097 Klasse C
Gewicht (kg): 28,60
Material: Ideal Solid
Höhe (mm): 30
Breite (mm): 800
Länge (mm): 1200
Form: Rechteck

Ablauf an kurzer Seite
inkl. Ablaufdeckel, Minearlgus
Ablaufbox zum Einsatz in den Estrichaufbau,
Einbausatz, Dicht-Set, Ablaufgarnitur, Brausewannenfüße","679,5034","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LQiOXgAA","ALT-GWS.LV23-08.01.12-Ge7L","GWS.LV23-08.01.12","[ALT 33.9688 EUR] GWS.LV23-08.01.12","Vorhandenes Schließblech an Haus-, Wohnungs- oder Zimmertür, Länge bis 50 cm ausbauen, neues
Lappen-, Winkel- oder Sicherheitsschließblech nach DIN, Befestigung mit Schraubdübeln 
oder Maueranker, liefern und einbauen.
Bei gespaltenem Falzholz Verwendung eines verlängerten Reparatur-Schließbleches.

Fabrikat: BKS
od. gleichw.
angeb. Fabrikat: ''","33,9688","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"GGScLAhIsAA","ALT-GWS.LV23-21.01.04.09.1-GGSc","GWS.LV23-21.01.04.09.1","[ALT 25.8455 EUR] GWS.LV23-21.01.04.09.1","Material:  Kupfer
Rohrlängen
Vorlauf: ca. 28 m
Rücklauf: ca. 28 m
Durchmesser: 15 mm bis 22 mm","25,8455",,"Niedrigerer Preis","2026-01-26 22:15:47"
"GGScLAwIsAA","ALT-GWS.LV23-21.01.04.11.1-GGSc","GWS.LV23-21.01.04.11.1","[ALT 28.2927 EUR] GWS.LV23-21.01.04.11.1","Material:  Kupfer
Rohrlängen
Vorlauf: ca. 25 m
Rücklauf: ca. 25 m
Durchmesser: 15 mm bis 22 mm","28,2927",,"Niedrigerer Preis","2026-01-26 22:15:47"
"GGScLA_IsAA","ALT-GWS.LV23-21.01.04.12.1-GGSc","GWS.LV23-21.01.04.12.1","[ALT 26.2683 EUR] GWS.LV23-21.01.04.12.1","Material:  Kupfer
Rohrlängen
Vorlauf: ca. 26 m
Rücklauf: ca. 26 m
Durchmesser: 15 mm bis 22 mm","26,2683",,"Niedrigerer Preis","2026-01-26 22:15:47"
"GGScLBTIsAA","ALT-GWS.LV23-21.01.04.13.1-GGSc","GWS.LV23-21.01.04.13.1","[ALT 27.8537 EUR] GWS.LV23-21.01.04.13.1","Material:  Kupfer
Rohrlängen
Vorlauf: ca. 27 m
Rücklauf: ca. 27 m
Durchmesser: 15 mm bis 22 mm","27,8537",,"Niedrigerer Preis","2026-01-26 22:15:47"
"GGScLBvIsAA","ALT-GWS.LV23-21.01.04.14.1-GGSc","GWS.LV23-21.01.04.14.1","[ALT 25.8455 EUR] GWS.LV23-21.01.04.14.1","Material:  Kupfer
Rohrlängen
Vorlauf: ca. 28 m
Rücklauf: ca. 28 m
Durchmesser: 15 mm bis 22 mm","25,8455",,"Niedrigerer Preis","2026-01-26 22:15:47"
"GGScLB-IsAA","ALT-GWS.LV23-21.01.04.15.1-GGSc","GWS.LV23-21.01.04.15.1","[ALT 24.5203 EUR] GWS.LV23-21.01.04.15.1","Material:  Kupfer
Rohrlängen
Vorlauf: ca. 31 m
Rücklauf: ca. 31 m
Durchmesser: 15 mm bis 22 mm","24,5203",,"Niedrigerer Preis","2026-01-26 22:15:47"
"GGScLCOIsAA","ALT-GWS.LV23-21.01.04.16.1-GGSc","GWS.LV23-21.01.04.16.1","[ALT 25.5122 EUR] GWS.LV23-21.01.04.16.1","Material:  Kupfer
Rohrlängen
Vorlauf: ca. 29 m
Rücklauf: ca. 29 m
Durchmesser: 15 mm bis 22 mm","25,5122",,"Niedrigerer Preis","2026-01-26 22:15:47"
"GGScLCdIsAA","ALT-GWS.LV23-21.01.04.17.1-GGSc","GWS.LV23-21.01.04.17.1","[ALT 23.7561 EUR] GWS.LV23-21.01.04.17.1","Material:  Kupfer
Rohrlängen
Vorlauf: ca. 32 m
Rücklauf: ca. 32 m
Durchmesser: 15 mm bis 22 mm","23,7561",,"Niedrigerer Preis","2026-01-26 22:15:47"
"GGScLCwIsAA","ALT-GWS.LV23-21.01.04.18.1-GGSc","GWS.LV23-21.01.04.18.1","[ALT 24.2927 EUR] GWS.LV23-21.01.04.18.1","Material:  Kupfer
Rohrlängen
Vorlauf: ca. 40 m
Rücklauf: ca.40 m
Durchmesser: 15 mm bis 22 mm","24,2927",,"Niedrigerer Preis","2026-01-26 22:15:47"
"GGScLDDIsAA","ALT-GWS.LV23-21.01.04.19.1-GGSc","GWS.LV23-21.01.04.19.1","[ALT 24.626 EUR] GWS.LV23-21.01.04.19.1","Material:  Kupfer
Rohrlängen
Vorlauf: ca. 34 m
Rücklauf: ca.34 m
Durchmesser: 15 mm bis 22 mm","24,626",,"Niedrigerer Preis","2026-01-26 22:15:47"
"GGScLDUIsAA","ALT-GWS.LV23-21.01.04.20.1-GGSc","GWS.LV23-21.01.04.20.1","[ALT 26.1057 EUR] GWS.LV23-21.01.04.20.1","Material:  Kupfer
Rohrlängen
Vorlauf: ca. 38 m
Rücklauf: ca.38 m
Durchmesser: 15 mm bis 22 mm","26,1057",,"Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LSMwXgAA","ALT-GWS.LV23-21.02.01.10-Ge7L","GWS.LV23-21.02.01.10","[ALT 0 EUR] GWS.LV23-21.02.01.10","Zulage für den Einbau einer Duschtasse Superplan

Abmessungen:  1000 mm x 1400 mm,
Höhe: 25mm","0","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LSNbXgAA","ALT-GWS.LV23-21.02.01.13-Ge7L","GWS.LV23-21.02.01.13","[ALT 0 EUR] GWS.LV23-21.02.01.13","Zulage für den Einbau einer Duschtasse Superplan

Abmessungen:  800 mm x 1400 mm,
Höhe: 25mm","0","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LSN8XgAA","ALT-GWS.LV23-21.02.01.16-Ge7L","GWS.LV23-21.02.01.16","[ALT 0 EUR] GWS.LV23-21.02.01.16","Duschtasse Duschplan
Abmessungen:
1000 mm x 1400 mm,
Höhe: 65mm","0","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LP4PXgAA","ALT-GWS.LV23-04.02.3-Ge7L","GWS.LV23-04.02.3","[ALT 49.4287 EUR] GWS.LV23-04.02.3","Spanplattendicke (mm) 19
Werkstoff: Hartschaum 100 mm","49,4287","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LP4fXgAA","ALT-GWS.LV23-04.02.4-Ge7L","GWS.LV23-04.02.4","[ALT 52.4079 EUR] GWS.LV23-04.02.4","Spanplattendicke (mm) 19
Werkstoff: Hartschaum 120 mm","52,4079","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LP4-XgAA","ALT-GWS.LV23-04.02.6-Ge7L","GWS.LV23-04.02.6","[ALT 28.4384 EUR] GWS.LV23-04.02.6","Lieferung und Montage  von
Revisionsklappe für vorbeschriebene Decken *
incl. Auswechslung,*

für den Einbau in beplankte Konstruktionen,
als Standardausführung,mit Oberfläche in Metalloptik weiß pulverbeschichtet,

Abmessung (lichter Durchgang): 200 x 200 mm,
Ausgestattet mit Vierkant-Verriegelung.
Erzeugnis:
Knauf alutop Revisionsklappe Basis
oder gleichwertig
angeb. Hersteller/ Fabrikat:

''","28,4384","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LP5SXgAA","ALT-GWS.LV23-04.02.7-Ge7L","GWS.LV23-04.02.7","[ALT 36.1574 EUR] GWS.LV23-04.02.7","Lieferung und Montage  von
Revisionsklappe für vorbeschriebene Decken *
incl. Auswechslung,*

für den Einbau in beplankte Konstruktionen,
als Standardausführung,mit Oberfläche in Metalloptik weiß pulverbeschichtet,

Abmessung (lichter Durchgang): 400 x 400 mm,
Ausgestattet mit Vierkant-Verriegelung.
Erzeugnis:
Knauf alutop Revisionsklappe Basis
oder gleichwertig
angeb. Hersteller/ Fabrikat:

''","36,1574","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LP5nXgAA","ALT-GWS.LV23-04.02.8-Ge7L","GWS.LV23-04.02.8","[ALT 31.8239 EUR] GWS.LV23-04.02.8","Lieferung und Montage  von
Revisionsklappe für vorbeschriebene Decken *
incl. Auswechslung,*

vorgerichtet für den Einbau in 12,5 mm dick beplankte Konstruktionen,
als Standardausführung, mit flächenbündig eingeklebter Knauf Diamant Hartgipsplatte (GKFI) 12,5 mm,
Abmessung (lichter Durchgang): 200 x 200 mm,
Sicherung des Innendeckels durch selbst justierende Fangarme,
mit in die Rahmenecken integrierten, nicht sichtbarem Verschluss- und Scharniersystem.
Ausgestattet Vierkant-Verriegelung

Erzeugnis:
Knauf alutop Revisionsklappe REVO 12,5
oder gleichwertig
angeb. Hersteller/ Fabrikat:

''","31,8239","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LP58XgAA","ALT-GWS.LV23-04.02.9-Ge7L","GWS.LV23-04.02.9","[ALT 35.8866 EUR] GWS.LV23-04.02.9","Lieferung und Montage  von
Revisionsklappe für vorbeschriebene Decken *
incl. Auswechslung,*

vorgerichtet für den Einbau in 12,5 mm dick beplankte Konstruktionen,
als Standardausführung, mit flächenbündig eingeklebter Knauf Diamant Hartgipsplatte (GKFI) 12,5 mm,
Abmessung (lichter Durchgang): 400 x 400 mm,
Sicherung des Innendeckels durch selbst justierende Fangarme,
mit in die Rahmenecken integrierten, nicht sichtbarem Verschluss- und Scharniersystem.
Ausgestattet Vierkant-Verriegelung

Erzeugnis:
Knauf alutop Revisionsklappe REVO 12,5
oder gleichwertig
angeb. Hersteller/ Fabrikat:

''","35,8866","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"GGScI7bIsAA","ALT-GWS.LV23-04.03.2-GGSc","GWS.LV23-04.03.2","[ALT 20 EUR] GWS.LV23-04.03.2","Arbeiten, welche nicht in den Positionen erfasst sind und gegen Nachweis zur Ausführung kommen
einschl. aller Nebenkosten, wie.z.B. Auslösung, Fahr- und Wegegeld, Unternehmerzuschlag etc.

Ausführung nur nach Genehmigung der Bauleitung/ des AG
Nachweise sind innerhalb von drei Tagen nach durchgeführter Leistung unaufgefordert dem AG im Original zur Verfügung zu stellen.","20",,"Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LP61XgAA","ALT-GWS.LV23-05.01.1-Ge7L","GWS.LV23-05.01.1","[ALT 10.6079 EUR] GWS.LV23-05.01.1","Ausgleichsschüttung

Untergrund:  Betondecke /Holzbalkendecke

Ausgleichsschüttung aus einer geeigneten zementgebundenen Schaumkunststoffschüttung,
Korngröße ca. 2-8mm,
Schütthöhe ca. 20 mm,
Anwendungskategorie C nach DIN 1055-3,
geeignet für Verkehrslast bis 5,0 kPa,
nicht brennbar A1 nach DIN 4102,
nach 24h belegbar,
wasser- und frostbeständig, schimmelpilzresistent, geeignet für den späteren Einbau von
schwimmendem Zementestrich,

liefern und fachgerecht nach
Herstellerrichtlinien und DIN-Normen vollflächig und vollvolumig auf vorbeschriebenem untergrund mittels Trennlage verlegen.

angeb. Hersteller/ Fabrikat:

''","10,6079","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LP7cXgAA","ALT-GWS.LV23-05.01.3-Ge7L","GWS.LV23-05.01.3","[ALT 1.8799 EUR] GWS.LV23-05.01.3","Zement-Estrich, 
Mehr-/Minderstärke je 10 mm  zu Vorposition
als Zulage bzw. Abzug","1,8799","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LP7tXgAA","ALT-GWS.LV23-05.01.4-Ge7L","GWS.LV23-05.01.4","[ALT 2.417 EUR] GWS.LV23-05.01.4","Zulage zu Pos 2 
für Abbindebeschleuniger-
Belegreif ab 14 Tagen

angeb. Hersteller/ Fabrikat:

''","2,417","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LP79XgAA","ALT-GWS.LV23-05.01.5-Ge7L","GWS.LV23-05.01.5","[ALT 29.0038 EUR] GWS.LV23-05.01.5","Schwindarmer Schnellzementestrich, CT-C25-F4
und Nebenleistungen wie folgt ausführen:

Reinigen des Untergrunds von grober Verschmutzung wie Putz-, Gips-, Zement oder/und Mörtelresten sowie Staub einschl. Abfuhr und Entsorgung des anfallenden Schutts nach besonderer Anordnung der Bauleitung, soweit nicht
Nebenleistung nach DIN 18353.

Trittschall-Dämmplatte
unter schwimmenden Estrich nach DIN 18560 Teil 2

mit umlaufender Stufenfalz und Trittschallverbesserungsmaß 16 dB,
zum Aufbau von trittschallgedämmten
Fußböden unter keramischen Belägen
auf ausreichend biegesteifen, ebenen Untergründen wie Beton, Estrichen, Fliesen, Holz o.ä. nach Herstellervorschrift verlegen.
Unebenheiten ausgleichen.

Produkt: wedi Nonstep Plus
Größe: 1200 x 600 x 12 mm
oder gleichwertig
angeb. Hersteller/ Fabrikat:

''



selbstklebender Randdämmstreifen 
aus geschlossenzelligem, unverrottbarem, vlieskaschiertem Polyethylenschaumstoffzu allen aufgehenden Bauteilen (Wand, Stützen etc.)
Randdämmstreifen sind mindestens 40 mm höher als OK Fertigfußboden auszuführen.

Maße:
Höhe 100 mm, Dicke 8 mm, 40 mm Klebevlies

Hersteller/ Fabrikat:
Sopro EstrichRanddämmStreifen ERS 961
oder gleichw.
angeb. Fabrikat ''




Der Estrich
muss zur Aufnahme von textilen oder
elastischen Belägen, keramischen Fliesen oder
Naturstein und Holzwerstoffen geeignet sein.
Estrich verdichten und glätten.
Verdichtungsart: manuell abreiben und glätten  
oder maschninell

Estrichnenndicke: bis max 60 mm
Belegreife 2-5 Tage
Flächenlast: 2 kN/m2 DIN EN 1991-1-1 ( Wohnungsbau )
Festigkeitskl.: CT-C25-F4 bis CT-C40-F6, DIN EN 13 813

Fabrikat: UZIN SC 980
oder gleichw.
angeb. Fabrikat:

''


inkl.
Messung der Belegereife
Die Ermittlung der Belegereife erfolgt entsprechend dem
Belegereife
&lt;= 3,5 CM-% für keramische Fliesen und Naturstein
&lt;= 3,0 CM-% für textile und elastische Beläge","29,0038","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"GGScJUEIsAA","ALT-GWS.LV23-07.01.18-GGSc","GWS.LV23-07.01.18","[ALT 8.5417 EUR] GWS.LV23-07.01.18","Revisionsdeckel mit dem zuvor beschriebenen Bodenblag belegen einschl. Verfugung, dauerelastischen Anschlüssen und Anarbeitungen.

Format : eckig
Dimension: bis 600/600 mm

Einbau bauseits.","8,5417",,"Niedrigerer Preis","2026-01-26 22:15:47"
"GGScJUTIsAA","ALT-GWS.LV23-07.01.19-GGSc","GWS.LV23-07.01.19","[ALT 10.375 EUR] GWS.LV23-07.01.19","Bodentank mit dem zuvor beschriebenen Bodenblag belegen einschl. Verfugung, dauerelastischen Anschlüssen und Anarbeitungen.

Format : eckig
Dimension: bis 600/600 mm

Einbau bauseits.","10,375",,"Niedrigerer Preis","2026-01-26 22:15:47"
